trading_date,CS_total_oi
2018-11-23,250020.0
2018-11-26,244924.0
2018-11-27,245156.0
2018-11-28,268586.0
2018-11-29,262018.0
2018-11-30,257828.0
2018-12-03,232206.0
2018-12-04,269592.0
2018-12-05,270526.0
2018-12-06,265012.0
2018-12-07,276146.0
2018-12-10,265404.0
2018-12-11,270148.0
2018-12-12,262190.0
2018-12-13,257710.0
2018-12-14,255540.0
2018-12-17,271144.0
2018-12-18,266374.0
2018-12-19,236046.0
2018-12-20,236582.0
2018-12-21,222438.0
2018-12-24,252928.0
2018-12-25,233004.0
2018-12-26,213904.0
2018-12-27,206116.0
2018-12-28,193532.0
2019-01-02,187844.0
2019-01-03,184634.0
2019-01-04,193576.0
2019-01-07,207922.0
2019-01-08,248912.0
2019-01-09,252384.0
2019-01-10,263432.0
2019-01-11,273406.0
2019-01-14,277772.0
2019-01-15,277612.0
2019-01-16,265640.0
2019-01-17,269836.0
2019-01-18,270328.0
2019-01-21,247174.0
2019-01-22,233762.0
2019-01-23,228608.0
2019-01-24,222774.0
2019-01-25,207998.0
2019-01-28,194160.0
2019-01-29,193482.0
2019-01-30,195660.0
2019-01-31,194508.0
2019-02-01,183358.0
2019-02-11,188768.0
2019-02-12,206186.0
2019-02-13,208216.0
2019-02-14,205710.0
2019-02-15,207306.0
2019-02-18,224156.0
2019-02-19,227050.0
2019-02-20,239354.0
2019-02-21,248578.0
2019-02-22,268890.0
2019-02-25,280860.0
2019-02-26,274874.0
2019-02-27,277158.0
2019-02-28,261746.0
2019-03-01,250536.0
2019-03-04,252940.0
2019-03-05,252770.0
2019-03-06,234088.0
2019-03-07,222522.0
2019-03-08,220936.0
2019-03-11,218528.0
2019-03-12,222642.0
2019-03-13,242532.0
2019-03-14,248642.0
2019-03-15,250974.0
2019-03-18,251448.0
2019-03-19,249966.0
2019-03-20,248154.0
2019-03-21,255098.0
2019-03-22,254534.0
2019-03-25,242760.0
2019-03-26,242530.0
2019-03-27,238740.0
2019-03-28,245726.0
2019-03-29,241270.0
2019-04-01,228780.0
2019-04-02,216252.0
2019-04-03,218534.0
2019-04-04,199702.0
2019-04-08,204568.0
2019-04-09,198772.0
2019-04-10,199258.0
2019-04-11,204680.0
2019-04-12,202378.0
2019-04-15,208184.0
2019-04-16,208362.0
2019-04-17,200940.0
2019-04-18,197828.0
2019-04-19,211502.0
2019-04-22,211076.0
2019-04-23,210864.0
2019-04-24,206648.0
2019-04-25,204820.0
2019-04-26,177898.0
2019-04-29,178046.0
2019-04-30,176138.0
2019-05-06,166230.0
2019-05-07,173784.0
2019-05-08,162374.0
2019-05-09,169046.0
2019-05-10,161978.0
2019-05-13,173226.0
2019-05-14,176666.0
2019-05-15,187594.0
2019-05-16,197902.0
2019-05-17,197454.0
2019-05-20,201378.0
2019-05-21,205928.0
2019-05-22,199370.0
2019-05-23,195910.0
2019-05-24,194158.0
2019-05-27,210472.0
2019-05-28,208706.0
2019-05-29,204914.0
2019-05-30,189182.0
2019-05-31,177432.0
2019-06-03,162610.0
2019-06-04,162750.0
2019-06-05,161238.0
2019-06-06,154224.0
2019-06-10,149448.0
2019-06-11,155932.0
2019-06-12,167912.0
2019-06-13,165856.0
2019-06-14,177070.0
2019-06-17,171784.0
2019-06-18,163400.0
2019-06-19,172020.0
2019-06-20,175536.0
2019-06-21,168946.0
2019-06-24,164576.0
2019-06-25,165808.0
2019-06-26,174448.0
2019-06-27,172178.0
2019-06-28,159430.0
2019-07-01,150894.0
2019-07-02,166442.0
2019-07-03,154952.0
2019-07-04,153264.0
2019-07-05,191288.0
2019-07-08,194952.0
2019-07-09,203814.0
2019-07-10,209404.0
2019-07-11,217614.0
2019-07-12,219076.0
2019-07-15,218172.0
2019-07-16,220468.0
2019-07-17,227738.0
2019-07-18,220114.0
2019-07-19,224370.0
2019-07-22,256336.0
2019-07-23,241724.0
2019-07-24,216582.0
2019-07-25,205840.0
2019-07-26,197368.0
2019-07-29,193818.0
2019-07-30,187666.0
2019-07-31,181622.0
2019-08-01,182194.0
2019-08-02,175856.0
2019-08-05,181160.0
2019-08-06,170402.0
2019-08-07,166110.0
2019-08-08,181168.0
2019-08-09,192150.0
2019-08-12,186888.0
2019-08-13,191572.0
2019-08-14,195562.0
2019-08-15,204590.0
2019-08-16,200748.0
2019-08-19,210856.0
2019-08-20,212382.0
2019-08-21,203332.0
2019-08-22,211730.0
2019-08-23,208720.0
2019-08-26,192998.0
2019-08-27,196990.0
2019-08-28,190638.0
2019-08-29,208170.0
2019-08-30,213134.0
2019-09-02,225614.0
2019-09-03,231888.0
2019-09-04,238758.0
2019-09-05,247036.0
2019-09-06,245436.0
2019-09-09,236758.0
2019-09-10,236706.0
2019-09-11,232946.0
2019-09-12,248922.0
2019-09-16,252988.0
2019-09-17,264422.0
2019-09-18,255330.0
2019-09-19,264900.0
2019-09-20,284358.0
2019-09-23,280730.0
2019-09-24,283500.0
2019-09-25,278382.0
2019-09-26,281712.0
2019-09-27,286460.0
2019-09-30,271970.0
2019-10-08,276256.0
2019-10-09,276166.0
2019-10-10,274514.0
2019-10-11,273916.0
2019-10-14,277762.0
2019-10-15,284400.0
2019-10-16,276388.0
2019-10-17,266170.0
2019-10-18,260190.0
2019-10-21,238980.0
2019-10-22,242140.0
2019-10-23,237140.0
2019-10-24,260292.0
2019-10-25,262590.0
2019-10-28,271514.0
2019-10-29,262314.0
2019-10-30,260554.0
2019-10-31,267462.0
2019-11-01,257506.0
2019-11-04,250054.0
2019-11-05,250214.0
2019-11-06,247052.0
2019-11-07,254324.0
2019-11-08,247930.0
2019-11-11,238070.0
2019-11-12,235298.0
2019-11-13,245318.0
2019-11-14,251944.0
2019-11-15,246504.0
2019-11-18,238638.0
2019-11-19,233322.0
2019-11-20,236758.0
2019-11-21,247932.0
2019-11-22,243956.0
2019-11-25,248892.0
2019-11-26,250284.0
2019-11-27,266490.0
2019-11-28,268708.0
2019-11-29,256184.0
2019-12-02,261876.0
2019-12-03,235826.0
2019-12-04,238830.0
2019-12-05,229372.0
2019-12-06,218736.0
2019-12-09,216230.0
2019-12-10,198900.0
2019-12-11,202242.0
2019-12-12,194496.0
2019-12-13,191086.0
2019-12-16,191066.0
2019-12-17,190888.0
2019-12-18,198206.0
2019-12-19,215856.0
2019-12-20,236990.0
2019-12-23,211538.0
2019-12-24,200532.0
2019-12-25,183344.0
2019-12-26,185534.0
2019-12-27,178012.0
2019-12-30,181520.0
2019-12-31,178050.0
2020-01-02,97171.0
2020-01-03,98281.0
2020-01-06,93136.0
2020-01-07,96587.0
2020-01-08,94143.0
2020-01-09,92457.0
2020-01-10,89842.0
2020-01-13,84461.0
2020-01-14,84665.0
2020-01-15,87109.0
2020-01-16,98792.0
2020-01-17,102531.0
2020-01-20,98850.0
2020-01-21,89544.0
2020-01-22,76554.0
2020-01-23,67213.0
2020-02-03,68375.0
2020-02-04,67028.0
2020-02-05,67178.0
2020-02-06,69677.0
2020-02-07,71890.0
2020-02-10,70461.0
2020-02-11,70936.0
2020-02-12,70236.0
2020-02-13,72151.0
2020-02-14,74734.0
2020-02-17,79853.0
2020-02-18,91551.0
2020-02-19,93567.0
2020-02-20,107829.0
2020-02-21,102998.0
2020-02-24,105269.0
2020-02-25,111528.0
2020-02-26,120179.0
2020-02-27,111867.0
2020-02-28,113263.0
2020-03-02,104354.0
2020-03-03,94107.0
2020-03-04,97076.0
2020-03-05,97931.0
2020-03-06,94532.0
2020-03-09,93271.0
2020-03-10,92066.0
2020-03-11,93140.0
2020-03-12,86002.0
2020-03-13,86476.0
2020-03-16,91527.0
2020-03-17,93263.0
2020-03-18,92534.0
2020-03-19,93650.0
2020-03-20,95091.0
2020-03-23,91643.0
2020-03-24,89862.0
2020-03-25,93092.0
2020-03-26,95150.0
2020-03-27,98753.0
2020-03-30,102775.0
2020-03-31,96389.0
2020-04-01,85566.0
2020-04-02,79984.0
2020-04-03,79159.0
2020-04-07,74432.0
2020-04-08,77189.0
2020-04-09,84296.0
2020-04-10,79687.0
2020-04-13,77940.0
2020-04-14,79840.0
2020-04-15,89219.0
2020-04-16,90658.0
2020-04-17,88451.0
2020-04-20,86806.0
2020-04-21,84144.0
2020-04-22,78720.0
2020-04-23,87499.0
2020-04-24,93542.0
2020-04-27,98617.0
2020-04-28,93790.0
2020-04-29,92465.0
2020-04-30,83065.0
2020-05-06,81206.0
2020-05-07,83468.0
2020-05-08,89100.0
2020-05-11,84096.0
2020-05-12,84292.0
2020-05-13,83303.0
2020-05-14,84744.0
2020-05-15,86690.0
2020-05-18,83830.0
2020-05-19,80070.0
2020-05-20,88917.0
2020-05-21,94898.0
2020-05-22,89146.0
2020-05-25,87544.0
2020-05-26,92711.0
2020-05-27,94844.0
2020-05-28,88527.0
2020-05-29,82995.0
2020-06-01,78201.0
2020-06-02,79727.0
2020-06-03,76479.0
2020-06-04,76072.0
2020-06-05,79026.0
2020-06-08,88357.0
2020-06-09,80664.0
2020-06-10,80840.0
2020-06-11,83435.0
2020-06-12,81015.0
2020-06-15,86973.0
2020-06-16,86473.0
2020-06-17,88468.0
2020-06-18,86523.0
2020-06-19,86822.0
2020-06-22,82284.0
2020-06-23,77908.0
2020-06-24,76971.0
2020-06-29,76922.0
2020-06-30,74115.0
2020-07-01,76792.0
2020-07-02,77578.0
2020-07-03,76302.0
2020-07-06,85741.0
2020-07-07,87242.0
2020-07-08,85840.0
2020-07-09,105896.0
2020-07-10,106224.0
2020-07-13,101191.0
2020-07-14,97312.0
2020-07-15,98751.0
2020-07-16,101429.0
2020-07-17,103978.0
2020-07-20,124014.0
2020-07-21,113286.0
2020-07-22,106922.0
2020-07-23,135056.0
2020-07-24,119829.0
2020-07-27,123147.0
2020-07-28,111514.0
2020-07-29,108316.0
2020-07-30,107191.0
2020-07-31,118438.0
2020-08-03,142111.0
2020-08-04,137797.0
2020-08-05,126653.0
2020-08-06,122514.0
2020-08-07,117600.0
2020-08-10,113565.0
2020-08-11,111879.0
2020-08-12,109178.0
2020-08-13,107686.0
2020-08-14,112251.0
2020-08-17,114469.0
2020-08-18,113158.0
2020-08-19,113639.0
2020-08-20,110556.0
2020-08-21,112096.0
2020-08-24,120845.0
2020-08-25,116558.0
2020-08-26,117324.0
2020-08-27,119386.0
2020-08-28,115631.0
2020-08-31,113437.0
2020-09-01,116097.0
2020-09-02,119699.0
2020-09-03,118979.0
2020-09-04,127739.0
2020-09-07,146214.0
2020-09-08,155002.0
2020-09-09,149337.0
2020-09-10,174053.0
2020-09-11,184458.0
2020-09-14,182148.0
2020-09-15,177965.0
2020-09-16,182389.0
2020-09-17,192289.0
2020-09-18,206858.0
2020-09-21,205639.0
2020-09-22,201030.0
2020-09-23,186701.0
2020-09-24,188446.0
2020-09-25,183081.0
2020-09-28,183028.0
2020-09-29,176178.0
2020-09-30,167864.0
2020-10-09,178339.0
2020-10-12,184756.0
2020-10-13,187520.0
2020-10-14,200743.0
2020-10-15,192470.0
2020-10-16,207554.0
2020-10-19,205567.0
2020-10-20,205546.0
2020-10-21,194270.0
2020-10-22,190110.0
2020-10-23,188925.0
2020-10-26,195393.0
2020-10-27,193863.0
2020-10-28,192711.0
2020-10-29,193927.0
2020-10-30,192133.0
2020-11-02,177746.0
2020-11-03,176888.0
2020-11-04,182696.0
2020-11-05,181690.0
2020-11-06,182936.0
2020-11-09,187998.0
2020-11-10,186193.0
2020-11-11,186355.0
2020-11-12,183335.0
2020-11-13,185356.0
2020-11-16,181137.0
2020-11-17,182961.0
2020-11-18,180992.0
2020-11-19,180491.0
2020-11-20,184855.0
2020-11-23,188527.0
2020-11-24,180047.0
2020-11-25,186292.0
2020-11-26,184219.0
2020-11-27,183599.0
2020-11-30,195391.0
2020-12-01,197296.0
2020-12-02,188236.0
2020-12-03,185323.0
2020-12-04,170053.0
2020-12-07,167048.0
2020-12-08,162668.0
2020-12-09,158657.0
2020-12-10,155460.0
2020-12-11,157322.0
2020-12-14,157080.0
2020-12-15,156409.0
2020-12-16,160530.0
2020-12-17,162335.0
2020-12-18,160732.0
2020-12-21,152588.0
2020-12-22,153324.0
2020-12-23,163472.0
2020-12-24,162236.0
2020-12-25,169956.0
2020-12-28,181049.0
2020-12-29,175621.0
2020-12-30,176650.0
2020-12-31,174441.0
2021-01-04,175806.0
2021-01-05,191199.0
2021-01-06,194681.0
2021-01-07,192059.0
2021-01-08,200432.0
2021-01-11,208900.0
2021-01-12,211191.0
2021-01-13,216235.0
2021-01-14,206675.0
2021-01-15,206868.0
2021-01-18,221663.0
2021-01-19,233995.0
2021-01-20,230218.0
2021-01-21,221854.0
2021-01-22,221379.0
2021-01-25,206023.0
2021-01-26,217143.0
2021-01-27,218370.0
2021-01-28,209034.0
2021-01-29,205363.0
2021-02-01,191901.0
2021-02-02,187666.0
2021-02-03,193452.0
2021-02-04,199219.0
2021-02-05,203582.0
2021-02-08,184581.0
2021-02-09,177313.0
2021-02-10,174802.0
2021-02-18,181863.0
2021-02-19,191416.0
2021-02-22,184278.0
2021-02-23,185026.0
2021-02-24,200840.0
2021-02-25,198767.0
2021-02-26,187986.0
2021-03-01,195275.0
2021-03-02,183993.0
2021-03-03,179140.0
2021-03-04,173957.0
2021-03-05,194870.0
2021-03-08,207596.0
2021-03-09,178080.0
2021-03-10,183212.0
2021-03-11,183350.0
2021-03-12,204678.0
2021-03-15,209055.0
2021-03-16,207800.0
2021-03-17,198972.0
2021-03-18,188402.0
2021-03-19,185180.0
2021-03-22,198343.0
2021-03-23,206243.0
2021-03-24,184489.0
2021-03-25,173272.0
2021-03-26,177692.0
2021-03-29,195923.0
2021-03-30,208466.0
2021-03-31,217590.0
2021-04-01,207922.0
2021-04-02,219005.0
2021-04-06,220264.0
2021-04-07,207101.0
2021-04-08,197365.0
2021-04-09,198170.0
2021-04-12,198389.0
2021-04-13,183651.0
2021-04-14,182160.0
2021-04-15,192010.0
2021-04-16,203144.0
2021-04-19,210978.0
2021-04-20,213892.0
2021-04-21,226005.0
2021-04-22,235723.0
2021-04-23,243375.0
2021-04-26,235671.0
2021-04-27,238644.0
2021-04-28,230013.0
2021-04-29,209895.0
2021-04-30,193150.0
2021-05-06,188708.0
2021-05-07,194596.0
2021-05-10,194112.0
2021-05-11,200057.0
2021-05-12,204375.0
2021-05-13,177254.0
2021-05-14,169754.0
2021-05-17,184284.0
2021-05-18,203253.0
2021-05-19,204868.0
2021-05-20,203947.0
2021-05-21,198052.0
2021-05-24,188587.0
2021-05-25,187265.0
2021-05-26,196433.0
2021-05-27,204823.0
2021-05-28,208513.0
2021-05-31,205742.0
2021-06-01,184033.0
2021-06-02,171568.0
2021-06-03,162934.0
2021-06-04,176211.0
2021-06-07,190333.0
2021-06-08,201365.0
2021-06-09,198390.0
2021-06-10,191085.0
2021-06-11,179776.0
2021-06-15,197082.0
2021-06-16,188576.0
2021-06-17,170937.0
2021-06-18,188109.0
2021-06-21,199999.0
2021-06-22,206442.0
2021-06-23,193166.0
2021-06-24,191194.0
2021-06-25,205078.0
2021-06-28,202501.0
2021-06-29,186019.0
2021-06-30,181913.0
2021-07-01,167432.0
2021-07-02,164927.0
2021-07-05,191419.0
2021-07-06,229679.0
2021-07-07,227127.0
2021-07-08,204703.0
2021-07-09,195712.0
2021-07-12,203606.0
2021-07-13,201831.0
2021-07-14,184376.0
2021-07-15,190626.0
2021-07-16,194385.0
2021-07-19,238028.0
2021-07-20,242358.0
2021-07-21,246057.0
2021-07-22,252839.0
2021-07-23,247826.0
2021-07-26,225512.0
2021-07-27,203070.0
2021-07-28,193237.0
2021-07-29,195700.0
2021-07-30,199702.0
2021-08-02,197810.0
2021-08-03,206433.0
2021-08-04,200349.0
2021-08-05,196925.0
2021-08-06,202294.0
2021-08-09,198628.0
2021-08-10,201433.0
2021-08-11,206182.0
2021-08-12,217915.0
2021-08-13,230001.0
2021-08-16,215920.0
2021-08-17,209009.0
2021-08-18,199850.0
2021-08-19,185195.0
2021-08-20,170913.0
2021-08-23,183351.0
2021-08-24,172089.0
2021-08-25,172354.0
2021-08-26,173318.0
2021-08-27,182175.0
2021-08-30,188427.0
2021-08-31,188698.0
2021-09-01,195571.0
2021-09-02,189751.0
2021-09-03,186165.0
2021-09-06,190352.0
2021-09-07,189946.0
2021-09-08,207006.0
2021-09-09,209944.0
2021-09-10,212555.0
2021-09-13,196331.0
2021-09-14,218957.0
2021-09-15,221698.0
2021-09-16,215660.0
2021-09-17,188459.0
2021-09-22,186789.0
2021-09-23,175724.0
2021-09-24,180227.0
2021-09-27,181605.0
2021-09-28,180998.0
2021-09-29,181897.0
2021-09-30,170917.0
2021-10-08,166462.0
2021-10-11,173345.0
2021-10-12,168421.0
2021-10-13,172115.0
2021-10-14,155936.0
2021-10-15,180668.0
2021-10-18,180919.0
2021-10-19,198572.0
2021-10-20,181131.0
2021-10-21,175890.0
2021-10-22,166778.0
2021-10-25,183479.0
2021-10-26,173022.0
2021-10-27,166794.0
2021-10-28,143832.0
2021-10-29,147299.0
2021-11-01,150671.0
2021-11-02,168094.0
2021-11-03,170252.0
2021-11-04,184107.0
2021-11-05,174936.0
2021-11-08,194327.0
2021-11-09,206333.0
2021-11-10,214310.0
2021-11-11,207216.0
2021-11-12,201520.0
2021-11-15,197649.0
2021-11-16,198786.0
2021-11-17,199053.0
2021-11-18,196442.0
2021-11-19,205788.0
2021-11-22,184747.0
2021-11-23,190376.0
2021-11-24,193558.0
2021-11-25,196379.0
2021-11-26,195479.0
2021-11-29,197017.0
2021-11-30,196633.0
2021-12-01,186577.0
2021-12-02,184896.0
2021-12-03,185945.0
2021-12-06,189381.0
2021-12-07,187615.0
2021-12-08,183693.0
2021-12-09,185390.0
2021-12-10,179430.0
2021-12-13,196765.0
2021-12-14,181550.0
2021-12-15,191066.0
2021-12-16,170302.0
2021-12-17,170202.0
2021-12-20,177583.0
2021-12-21,189282.0
2021-12-22,203272.0
2021-12-23,204873.0
2021-12-24,214863.0
2021-12-27,225465.0
2021-12-28,239440.0
2021-12-29,260818.0
2021-12-30,262287.0
2021-12-31,244394.0
2022-01-04,236279.0
2022-01-05,231974.0
2022-01-06,242089.0
2022-01-07,237091.0
2022-01-10,251509.0
2022-01-11,261928.0
2022-01-12,246481.0
2022-01-13,246968.0
2022-01-14,252668.0
2022-01-17,256226.0
2022-01-18,248802.0
2022-01-19,257586.0
2022-01-20,273131.0
2022-01-21,276873.0
2022-01-24,279427.0
2022-01-25,286851.0
2022-01-26,299531.0
2022-01-27,284531.0
2022-01-28,278876.0
2022-02-07,279177.0
2022-02-08,290945.0
2022-02-09,286760.0
2022-02-10,296617.0
2022-02-11,294005.0
2022-02-14,287911.0
2022-02-15,309739.0
2022-02-16,324367.0
2022-02-17,331359.0
2022-02-18,339978.0
2022-02-21,346333.0
2022-02-22,349511.0
2022-02-23,365723.0
2022-02-24,366931.0
2022-02-25,382023.0
2022-02-28,393209.0
2022-03-01,407146.0
2022-03-02,397233.0
2022-03-03,396000.0
2022-03-04,402014.0
2022-03-07,395165.0
2022-03-08,393141.0
2022-03-09,395343.0
2022-03-10,362718.0
2022-03-11,377776.0
2022-03-14,385232.0
2022-03-15,378951.0
2022-03-16,387264.0
2022-03-17,393368.0
2022-03-18,390855.0
2022-03-21,401433.0
2022-03-22,416294.0
2022-03-23,421619.0
2022-03-24,421499.0
2022-03-25,416740.0
2022-03-28,399893.0
2022-03-29,388684.0
2022-03-30,372596.0
2022-03-31,360015.0
2022-04-01,344615.0
2022-04-06,345558.0
2022-04-07,342498.0
2022-04-08,340424.0
2022-04-11,348494.0
2022-04-12,356591.0
2022-04-13,363375.0
2022-04-14,357374.0
2022-04-15,348662.0
2022-04-18,346405.0
2022-04-19,348299.0
2022-04-20,360125.0
2022-04-21,363839.0
2022-04-22,356584.0
2022-04-25,333502.0
2022-04-26,331181.0
2022-04-27,324920.0
2022-04-28,339194.0
2022-04-29,347804.0
2022-05-05,348814.0
2022-05-06,331697.0
2022-05-09,328867.0
2022-05-10,313360.0
2022-05-11,325300.0
2022-05-12,324221.0
2022-05-13,330632.0
2022-05-16,333876.0
2022-05-17,343407.0
2022-05-18,347390.0
2022-05-19,351714.0
2022-05-20,361840.0
2022-05-23,374309.0
2022-05-24,376219.0
2022-05-25,375844.0
2022-05-26,361260.0
2022-05-27,355467.0
2022-05-30,363681.0
2022-05-31,358107.0
2022-06-01,377555.0
2022-06-02,356035.0
2022-06-06,348453.0
2022-06-07,353314.0
2022-06-08,348116.0
2022-06-09,373802.0
2022-06-10,376278.0
2022-06-13,370301.0
2022-06-14,365004.0
2022-06-15,365318.0
2022-06-16,345693.0
2022-06-17,318810.0
2022-06-20,307979.0
2022-06-21,291308.0
2022-06-22,288431.0
2022-06-23,266314.0
2022-06-24,261197.0
2022-06-27,255833.0
2022-06-28,246569.0
2022-06-29,241861.0
2022-06-30,249484.0
2022-07-01,242678.0
2022-07-04,237391.0
2022-07-05,234886.0
2022-07-06,224743.0
2022-07-07,216795.0
2022-07-08,215466.0
2022-07-11,206061.0
2022-07-12,208379.0
2022-07-13,206664.0
2022-07-14,208923.0
2022-07-15,207762.0
2022-07-18,222444.0
2022-07-19,230050.0
2022-07-20,232459.0
2022-07-21,233759.0
2022-07-22,237020.0
2022-07-25,238527.0
2022-07-26,235039.0
2022-07-27,237896.0
2022-07-28,217044.0
2022-07-29,207966.0
2022-08-01,190982.0
2022-08-02,193000.0
2022-08-03,191674.0
2022-08-04,194099.0
2022-08-05,185864.0
2022-08-08,197139.0
2022-08-09,206956.0
2022-08-10,218180.0
2022-08-11,224444.0
2022-08-12,227200.0
2022-08-15,218547.0
2022-08-16,219422.0
2022-08-17,242949.0
2022-08-18,230860.0
2022-08-19,221826.0
2022-08-22,243037.0
2022-08-23,239253.0
2022-08-24,244821.0
2022-08-25,251411.0
2022-08-26,261416.0
2022-08-29,268432.0
2022-08-30,260956.0
2022-08-31,250222.0
2022-09-01,253609.0
2022-09-02,253523.0
2022-09-05,261373.0
2022-09-06,265590.0
2022-09-07,265422.0
2022-09-08,273216.0
2022-09-09,260929.0
2022-09-13,275140.0
2022-09-14,269789.0
2022-09-15,262375.0
2022-09-16,261749.0
2022-09-19,266869.0
2022-09-20,268728.0
2022-09-21,286721.0
2022-09-22,316695.0
2022-09-23,337804.0
2022-09-26,345734.0
2022-09-27,340906.0
2022-09-28,358059.0
2022-09-29,360081.0
2022-09-30,334348.0
2022-10-10,346150.0
2022-10-11,359805.0
2022-10-12,351026.0
2022-10-13,386173.0
2022-10-14,384641.0
2022-10-17,389860.0
2022-10-18,398670.0
2022-10-19,389363.0
2022-10-20,372694.0
2022-10-21,355588.0
2022-10-24,338377.0
2022-10-25,361278.0
2022-10-26,382016.0
2022-10-27,372427.0
2022-10-28,377558.0
2022-10-31,380679.0
2022-11-01,386408.0
2022-11-02,386929.0
2022-11-03,404597.0
2022-11-04,398366.0
2022-11-07,352944.0
2022-11-08,334654.0
2022-11-09,323781.0
2022-11-10,316758.0
2022-11-11,309529.0
